ticker,company_name,sector,industry,fin_currency,country,market_cap,acquirer_multiple,earning_yield_p,pe_ttm,ev,ev_calc,gross_margin_p,net_margin_p,roe_p,roa_p,roc_p,pb,operating_income,ebit,net_income,total_assets,cash,total_liabilities,shareholders_equity,preferred_stock_equity,minority_interest,total_capitalization,total_debt,working_capital
GSMGW,Glory Star New Media Group Hold,Communication Services,Advertising Agencies,USD,China,0,-5.57326199206765,-0.18090512987492532,0.007962963,,-148951000.0,0.72218,0.16063,0.12454,0.06782,0.06288638861855786,0.00017053341,26726000.0,26946000.0,26890000.0,266304000.0,152441000.0,33446000.0,232783000.0,0.0,75000.0,232783000.0,3415000.0,213730000.0
GS-PA,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,USD,United States,80711786496,10.819723157051758,0.092423806550748,0.42500338,-312552685568,145914786496.0,0.8283,0.17762,0.06587,0.005,0.05763247863247863,0.07100799,13486000000.0,,7834000000.0,1577000000000.0,240000000000.0,1460000000000.0,117000000000.0,11203000000.0,0.0,341000000000.0,294000000000.0,117000000000.0
GS-PD,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,USD,United States,77466812416,10.579105176924218,0.09452595311948125,0.42364493,-312576737280,142669812416.0,0.8283,0.17762,0.06587,0.005,0.05763247863247863,0.07078103,13486000000.0,,7834000000.0,1577000000000.0,240000000000.0,1460000000000.0,117000000000.0,11203000000.0,0.0,341000000000.0,294000000000.0,117000000000.0
GS-PK,"Goldman Sachs Group, Inc. (The)",Financial Services,Capital Markets,USD,United States,65642078208,9.702289649117603,0.10306845457772405,0.49244115,-311359242240,130845078208.0,0.8283,0.17762,0.06587,0.005,0.05763247863247863,0.08227524,13486000000.0,,7834000000.0,1577000000000.0,240000000000.0,1460000000000.0,117000000000.0,11203000000.0,0.0,341000000000.0,294000000000.0,117000000000.0
GSUN,Golden Sun Education Group Limi,Consumer Defensive,Education & Training Services,USD,China,11749356,,,,4877155,4384127.0,0.29389998,-0.86126,,-0.30281,,1.85,-1540421.0,-1549926.0,-2139320.0,21562356.0,12713338.0,15014548.0,6597272.0,0.0,-49464.0,10048259.0,5397573.0,4225642.0
GT,The Goodyear Tire & Rubber Comp,Consumer Cyclical,Auto Parts,USD,United States,3825062400,21.642841709401708,0.004817921124849681,,12661068800,12661062400.0,0.16517,-0.0247,-0.09528,0.01038,0.012221999599278702,0.76608557,585000000.0,61000000.0,-502000000.0,22499000000.0,1002000000.0,17338000000.0,4993000000.0,0.0,168000000.0,13060000000.0,9670000000.0,1983000000.0
GTAC,Global Technology Acquisition C,Financial Services,Shell Companies,USD,United States,77351896,,,33.060604,77204856,77204896.0,0.0,0.0,,-0.0052,,,-953000.0,-953000.0,6391000.0,22793000.0,147000.0,4613000.0,18180000.0,0.0,0.0,18180000.0,0.0,47000.0
GTBP,"GT Biopharma, Inc.",Healthcare,Biotechnology,USD,United States,10549420,,,,-5371581,-5371580.0,0.0,0.0,-0.78732,-0.54361,,1.0524794,-16186000.0,-9998000.0,-10219000.0,16148000.0,16014000.0,6143000.0,10005000.0,1000.0,0.0,10005000.0,92000.0,10962000.0
GTE,Gran Tierra Energy Inc.,Energy,Oil & Gas E&P,USD,Canada,188411776,3.7310737753295298,0.25196421931088775,11.32,711706816,701706776.0,0.69227,0.0299,0.04873,0.08823,0.5970862474798472,0.4775565,188071000.0,176805000.0,19277000.0,1386035000.0,123216000.0,991495000.0,394540000.0,0.0,0.0,958115000.0,636511000.0,-98427000.0
GTEC,Greenland Technologies Holding ,Industrials,Specialty Industrial Machinery,USD,United States,37384876,9.721624998331642,0.0881159865813476,21.153847,36236768,67011200.0,0.25995,0.02268,0.057129998,0.02718,0.04272041373981856,0.5090707,6893004.0,5904758.0,1965978.0,159333644.0,25937740.0,73945523.0,73432366.0,0.0,11955755.0,73432366.0,43608309.0,68371341.0
GTES,Gates Industrial Corporation pl,Industrials,Specialty Industrial Machinery,USD,United States,3473033216,12.732659230938255,0.07983249029855422,14.450548,5774030336,5794633216.0,0.37045,0.0708,0.08354,0.038900003,0.37162596401028275,1.1234515,455100000.0,462600000.0,254900000.0,7109300000.0,556800000.0,3697000000.0,3091200000.0,0.0,321100000.0,5508900000.0,2557300000.0,1537500000.0
GTH,Genetron Holdings Limited,Healthcare,Diagnostics & Research,CNY,China,116694040,,,,1511010560,92453438.94878,0.4325,-1.24235,-0.922,-0.35196,,0.20619133,-88557810.6204,-98025316.6559,-113344098.95026,136747942.11892,46786094.39464,59864362.1174,76570356.62524,0.0,313223.37628,77565548.8924,22232269.96714,319085000.0
GTHX,"G1 Therapeutics, Inc.",Healthcare,Biotechnology,USD,United States,150865168,,,,112435080,56513168.0,0.91100997,-0.9082,-1.58985,-0.25647,,3.5060244,-61485000.0,-57134000.0,-70738000.0,133097000.0,94352000.0,90075000.0,-769107000.0,0.0,0.0,-769107000.0,0.0,
GTIM,Good Times Restaurants Inc.,Consumer Cyclical,Restaurants,USD,United States,27912390,29.08099960175229,0.026265916522315965,2.6170213,73022360,73022390.0,0.11428001,0.08026,0.38406,0.017690001,0.07766125440336882,0.86467487,2511000.0,1918000.0,11086000.0,91088000.0,4182000.0,58094000.0,32994000.0,0.0,423000.0,32994000.0,48869000.0,-8297000.0
GTLB,GitLab Inc.,Technology,Software—Application,USD,United States,8874900480,,,,7932456960,7931881480.0,0.89334,-0.79112,-0.61452,-0.10172,,16.239317,-198831000.0,-198831000.0,-426440000.0,1226896000.0,989634000.0,633714000.0,546567000.0,0.0,46615000.0,546567000.0,0.0,596414000.0
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery,USD,United States,5691387392,31.969593090418353,0.024979454498930152,,9728107520,9475787392.0,0.29893,-0.01544,0.010720001,0.03506,-0.09514430420451805,2.1287858,296400000.0,236700000.0,-42900000.0,9020200000.0,147100000.0,6262700000.0,2757500000.0,0.0,131600000.0,6557400000.0,3799900000.0,376200000.0
GTLS-PB,"Chart Industries, Inc. Deposita",Industrials,Specialty Industrial Machinery,USD,United States,0,12.767881241565451,0.06254624246908361,,6421827584,3784400000.0,0.29893,-0.01544,0.010720001,0.03506,-0.09514430420451805,0.8697112,296400000.0,236700000.0,-42900000.0,9020200000.0,147100000.0,6262700000.0,2757500000.0,0.0,131600000.0,6557400000.0,3799900000.0,376200000.0
GTN,"Gray Television, Inc.",Communication Services,Broadcasting,USD,United States,850089408,11.050056216833095,0.07720024498844515,12.591549,7724729344,7746089408.0,0.32846,0.03411,0.04547,0.040549997,-0.1050597329585383,0.41394636,701000000.0,598000000.0,119000000.0,10735000000.0,21000000.0,8083000000.0,2652000000.0,650000000.0,0.0,8823000000.0,6267000000.0,81000000.0
GTX,Garrett Motion Inc.,Consumer Cyclical,Auto Parts,USD,Switzerland,2230264064,7.42422502811245,0.14686535519254704,,3747261952,3697264064.0,0.19067,0.083620004,,0.13048,-0.6170454545454546,,498000000.0,543000000.0,321000000.0,2532000000.0,162000000.0,3224000000.0,-692000000.0,0.0,0.0,930000000.0,1629000000.0,5000000.0
GURE,"Gulf Resources, Inc.",Basic Materials,Chemicals,USD,China,17421272,-13.045276685332444,,,-77429688,-77429731.0,0.07743,-0.13661,-0.021559998,-0.00992,,0.06681871,5935461.0,-4243194.0,-5705138.0,278892877.0,103774977.0,18169545.0,260723232.0,0.0,0.0,260723232.0,8923974.0,105067391.0
GUT,Gabelli Utility Trust (The),Financial Services,Asset Management,USD,United States,412859904,,-0.044625882488799444,,482814816,412852407.0,1.0,-0.68138003,-0.021440001,0.01184,-0.03788897954771154,1.6891478,-18423903.0,,-18423903.0,316392359.0,7497.0,73262256.0,243130103.0,0.0,0.0,,0.0,243130103.0
GUT-PC,Gabelli Utility Trust (The) 5.3,Financial Services,Asset Management,USD,United States,336360064,,-0.054775568280410955,38.685524,1804917120,336352567.0,1.0,-0.68138003,-0.021440001,0.01184,-0.03788897954771154,7.127529,-18423903.0,,-18423903.0,316392359.0,7497.0,73262256.0,243130103.0,0.0,0.0,,0.0,243130103.0
GVA,Granite Construction Incorporat,Industrials,Engineering & Construction,USD,United States,2117585152,31.549832919968544,0.03317129795161766,56.705883,2103289728,2086201152.0,0.118549995,0.01179,0.027139999,0.019129999,0.045537877601407685,2.216194,66124000.0,69202000.0,39653000.0,2580321000.0,530071000.0,1573744000.0,955348000.0,0.0,51229000.0,1359133000.0,447458000.0,638574000.0
GVP,"GSE Systems, Inc.",Technology,Software—Application,USD,United States,5516924,,,,5918975,6177924.0,0.27126,-0.17499,-0.94918996,-0.1351,,0.8209272,-5488000.0,-6082000.0,-7987000.0,23321000.0,2041000.0,17472000.0,5849000.0,0.0,0.0,6791000.0,2702000.0,-2362000.0
GWAV,"Greenwave Technology Solutions,",Industrials,Waste Management,USD,United States,10281959,,,,46297036,46297045.0,0.29223,-0.91700995,-2.6989899,-0.16406,,,-13916229.0,-22394084.0,-29937889.0,48063980.0,1449340.0,48372172.0,-308192.0,0.0,0.0,29151531.0,37464426.0,-16206953.0
GWH,"ESS Tech, Inc.",Industrials,Electrical Equipment & Parts,USD,United States,181658384,,,,60062444,60062384.0,-1.13929,0.0,-0.62988997,-0.35032,,1.5601783,-98236000.0,-98236000.0,-86523000.0,158661000.0,124502000.0,42201000.0,116460000.0,0.0,0.0,116460000.0,2906000.0,112792000.0
GWRE,"Guidewire Software, Inc.",Technology,Software—Application,USD,United States,8610075648,,,,8335607296,8335601648.0,0.54318,-0.07587,-0.058229998,-0.03526,,7.1412067,-108718000.0,-80549000.0,-69608000.0,1919597000.0,712947000.0,713948000.0,1205649000.0,0.0,0.0,1603250000.0,438473000.0,714423000.0
GWRS,"Global Water Resources, Inc.",Utilities,Utilities—Regulated Water,USD,United States,306252896,33.97529797812396,0.0357695193823382,39.59375,410014112,410013896.0,0.76456,0.14805001,0.16284999,0.02167,0.542421776758636,6.2413793,12068000.0,14666000.0,7663000.0,358452000.0,5289000.0,309372000.0,49080000.0,0.0,0.0,152353000.0,109050000.0,-2354000.0
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,USD,United States,40636018688,16.871088827586206,0.05985364955185222,22.83073,43077976064,43055018688.0,0.39543998,0.11165,0.63526,0.20867,0.4094375595805529,13.173978,2552000000.0,2577000000.0,1818000000.0,8140000000.0,601000000.0,4758000000.0,3382000000.0,0.0,292000000.0,5642000000.0,2728000000.0,3514000000.0
GXO,"GXO Logistics, Inc.",Industrials,Integrated Freight & Logistics,USD,United States,7017155584,27.855672589473684,0.02909735218871583,34.905327,10585150464,10585155584.0,0.18074,0.020920001,0.076069996,0.027520001,-0.7247058823529412,2.5204017,380000000.0,308000000.0,202000000.0,9091000000.0,473000000.0,6274000000.0,2784000000.0,0.0,33000000.0,4405000000.0,4008000000.0,32000000.0
GYRO,"Gyrodyne , LLC",Real Estate,Real Estate Services,USD,United States,15349522,,,46.428574,38713468,22006991.0,0.41651002,-1.37054,,,,0.28230596,,,,56905175.0,3102614.0,27038720.0,,0.0,0.0,9760083.0,9760083.0,-13503672.0
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,USD,United States,13239953408,44.789640363636366,0.03165048044267314,28.84719,15886945280,15765953408.0,0.39215,0.13582,0.13873,0.018760001,-0.25734914904589995,3.7085075,352000000.0,499000000.0,488000000.0,12589000000.0,906000000.0,8904000000.0,3682000000.0,0.0,3000000.0,6735000000.0,3429000000.0,-631000000.0
HA,"Hawaiian Holdings, Inc.",Industrials,Airlines,USD,United States,715128128,,,,1627786880,1627791128.0,0.08270001,-0.0754,-0.79611,-0.03274,,4.000578,-202211000.0,-179273000.0,-209472000.0,3923260000.0,1134205000.0,3744502000.0,178758000.0,0.0,0.0,1713635000.0,2046868000.0,185309000.0
HAE,Haemonetics Corporation,Healthcare,Medical Instruments & Supplies,USD,United States,4131961856,25.535704443132957,0.036867529125255566,32.702812,4540606976,4543184856.0,0.53335,0.10351,0.15811,0.06293,0.21493686479827534,4.6235523,177915000.0,167496000.0,128277000.0,2011275000.0,351005000.0,1117615000.0,893660000.0,0.0,0.0,1642322000.0,762228000.0,601529000.0
HAFC,Hanmi Financial Corporation,Financial Services,Banks—Regional,USD,United States,574454144,4.105879781420765,0.2435531611337067,6.428571,620721408,577808144.0,0.0,0.3478,0.14130001,0.01242,0.10696898038670191,0.8619903,140727000.0,,89886000.0,7350140000.0,289006000.0,6686781000.0,663359000.0,0.0,0.0,955719000.0,292360000.0,663359000.0
HAIA,Healthcare AI Acquisition Corp.,Financial Services,Shell Companies,USD,Cayman Islands,58703636,,,31.114286,65372800,58919873.0,0.0,0.0,,-0.00677,,,-1237528.0,-1237528.0,7143998.0,6534011.0,212.0,1394085.0,5139926.0,0.0,0.0,5139926.0,216449.0,-410774.0
HAIAU,Healthcare AI Acquisition Corp.,Financial Services,Shell Companies,USD,Cayman Islands,0,,,,65312972,216237.0,0.0,0.0,,-0.00677,,,-1237528.0,-1237528.0,7143998.0,6534011.0,212.0,1394085.0,5139926.0,0.0,0.0,5139926.0,216449.0,-410774.0
HAIAW,Healthcare AI Acquisition Corp.,Financial Services,Shell Companies,USD,Cayman Islands,0,,,,,216237.0,0.0,0.0,,-0.00677,,,-1237528.0,-1237528.0,7143998.0,6534011.0,212.0,1394085.0,5139926.0,0.0,0.0,5139926.0,216449.0,-410774.0
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,USD,United States,967960128,21.56994106900267,,,1843002368,1841814128.0,0.21845,-0.07509,-0.13235,0.021240002,,0.9858383,85388000.0,-103424000.0,-133836000.0,2216896000.0,38280000.0,1235902000.0,980994000.0,0.0,0.0,1788395000.0,912134000.0,319163000.0
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USD,United States,32195022848,9.772062696325918,0.09483855524908409,12.360825,39098011648,39098022848.0,0.1835,0.11517,0.31603,0.104540005,0.2970915792003846,3.5185368,4001000000.0,3708000000.0,2633000000.0,24442000000.0,2036000000.0,15253000000.0,9150000000.0,0.0,39000000.0,16933000000.0,8900000000.0,6181000000.0
HALL,"Hallmark Financial Services, In",,,USD,United States,1491153,,,,43865752,-236384847.0,0.07204,-0.48136002,-3.5750299,-0.04547,,,-127071000.0,-93657000.0,-79880000.0,1092922000.0,343351000.0,1100690000.0,-7768000.0,0.0,0.0,97707000.0,105475000.0,-7768000.0
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,USD,United States,4639281664,18.176039273681234,0.05944102372129012,18.780748,5685982720,5653620664.0,0.66726,0.32523,1.46695,0.110769995,3.1841671404206937,18.611553,311048000.0,336057000.0,253908000.0,1892662000.0,483282000.0,1643481000.0,249181000.0,0.0,0.0,1746802000.0,1497621000.0,763821000.0
HARP,"Harpoon Therapeutics, Inc.",Healthcare,Biotechnology,USD,United States,178635776,,,,170358464,161531776.0,-0.57015,-0.81674004,-2.84324,-0.35661,,9.547511,-37394000.0,-27048000.0,-30499000.0,47578000.0,31608000.0,43037000.0,4541000.0,0.0,0.0,4541000.0,14504000.0,16190000.0
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,USD,United States,6713402368,43.26971077960388,,,10415509504,10267902368.0,0.50571996,-0.1033,-0.21278,0.04991,,3.0541003,237300000.0,-442300000.0,-557100000.0,8340200000.0,185500000.0,6117000000.0,2223200000.0,0.0,25400000.0,5877800000.0,3714600000.0,1215900000.0
HASI,Hannon Armstrong Sustainable In,Real Estate,REIT—Specialty,USD,United States,2855985920,129.94291000568043,0.007695687282640393,70.49999,6376590848,6405145920.0,1.0,0.32192,0.0211,0.0076099997,0.011869599118087725,1.3727081,49292000.0,,39146000.0,5908144000.0,155500000.0,3808250000.0,2052900000.0,0.0,46994000.0,5710566000.0,3657666000.0,2099894000.0
HAYN,"Haynes International, Inc.",Industrials,Metal Fabrication,USD,United States,702357248,14.006166857618998,0.07373959577137477,16.892637,810018624,806839248.0,0.18605,0.07115,0.10366999,0.05551,0.06713176877587426,1.6029224,57606000.0,59496000.0,41975000.0,706281000.0,10723000.0,271957000.0,434324000.0,0.0,0.0,549167000.0,115205000.0,462377000.0
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts,USD,United States,2720388352,22.224735976698884,0.043994083673499364,41.064514,3642650112,3571048352.0,0.4618,0.06744,0.052989997,0.03437,-0.6229653156957679,2.1244993,160679000.0,157105000.0,65619000.0,2883082000.0,244245000.0,1602748000.0,1280334000.0,0.0,0.0,2360593000.0,1094905000.0,445015000.0
HBAN,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,USD,United States,18825039872,8.381345829232997,0.11931258062543319,8.609272,23758977024,23166039872.0,0.0,0.32586,0.13288,0.01296,0.08993297325437626,1.1766835,2764000000.0,,2353000000.0,186650000000.0,11693000000.0,168120000000.0,18483000000.0,2484000000.0,47000000.0,31305000000.0,13503000000.0,18530000000.0
HBANL,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,USD,United States,0,1.5705499276411,0.636719649850265,,40006377472,4341000000.0,0.0,0.32586,0.13288,0.01296,0.08993297325437626,2.192252,2764000000.0,,2353000000.0,186650000000.0,11693000000.0,168120000000.0,18483000000.0,2484000000.0,47000000.0,31305000000.0,13503000000.0,18530000000.0
HBANM,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,USD,United States,0,1.5705499276411,0.636719649850265,27.18509,35560787968,4341000000.0,0.0,0.32586,0.13288,0.01296,0.08993297325437626,1.9143735,2764000000.0,,2353000000.0,186650000000.0,11693000000.0,168120000000.0,18483000000.0,2484000000.0,47000000.0,31305000000.0,13503000000.0,18530000000.0
HBANP,Huntington Bancshares Incorpora,Financial Services,Banks—Regional,USD,United States,0,1.5705499276411,0.636719649850265,22.83419,30659053568,4341000000.0,0.0,0.32586,0.13288,0.01296,0.08993297325437626,1.6079832,2764000000.0,,2353000000.0,186650000000.0,11693000000.0,168120000000.0,18483000000.0,2484000000.0,47000000.0,31305000000.0,13503000000.0,18530000000.0
HBB,Hamilton Beach Brands Holding C,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USD,United States,253976576,16.540996767392834,0.05898304295152835,19.945053,352138048,353067576.0,0.19904,0.02076,0.10393,0.03451,0.08437356929571872,1.9857767,21345000.0,20825000.0,12771000.0,378920000.0,1624000.0,251100000.0,127820000.0,0.0,0.0,179096000.0,100715000.0,126594000.0
HBCP,"Home Bancorp, Inc.",Financial Services,Banks—Regional,USD,United States,336507040,14.009694602606936,0.071379143397881,8.03502,589750976,595440040.0,0.0,0.30761,0.12578,0.01284,0.07037745378074729,0.97633624,42502000.0,,41631000.0,3317729000.0,84619000.0,2972397000.0,345332000.0,0.0,0.0,688884000.0,343552000.0,345332000.0
HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,USD,United States,1414165632,20.76366940162833,0.041538757871949515,,5253599744,5253623632.0,0.33626,-0.08838,-1.08286,0.02938,-0.2021400657469991,5.159642,253020000.0,218229000.0,-513775000.0,5913288000.0,191091000.0,5639252000.0,274036000.0,0.0,0.0,3584292000.0,4030549000.0,940478000.0
HBIO,"Harvard Bioscience, Inc.",Healthcare,Medical Instruments & Supplies,USD,United States,207464656,208.5434251082251,0.0018890041425902364,,247410880,240867656.0,0.59587,-0.029000001,-0.04462,0.01364,0.01669724770642202,2.7931035,1155000.0,455000.0,-3263000.0,139735000.0,5340000.0,65449000.0,74286000.0,0.0,0.0,109559000.0,38743000.0,26281000.0
HBM,Hudbay Minerals Inc.,Basic Materials,Copper,USD,Canada,1867829504,15.069452481870027,0.040299065055959454,107.0,3209625856,3210471504.0,0.43307,0.012920001,0.009980001,0.025710002,0.06273420044066534,0.91296923,213045000.0,129379000.0,18209000.0,5250596000.0,246489000.0,3100858000.0,2044684000.0,0.0,105054000.0,3412127000.0,1484077000.0,128463000.0
HBNC,"Horizon Bancorp, Inc.",Financial Services,Banks—Regional,USD,United States,620683968,18.147237914835582,0.05510480463710062,8.27647,1916058624,1916057968.0,0.0,0.33156,0.11112001,0.00949,0.08675781452213933,0.88574123,105584000.0,,74361000.0,7959434000.0,177344000.0,7266065000.0,693369000.0,0.0,0.0,2166087000.0,1472718000.0,693369000.0
HBT,"HBT Financial, Inc.",Financial Services,Banks—Regional,USD,United States,653225984,9.911859444919918,0.10088924339141288,10.564102,839077120,810690984.0,0.0,0.2739,0.14850001,0.013150001,0.10083538398567914,1.4346403,81790000.0,,64553000.0,4991768000.0,112413000.0,4535517000.0,456251000.0,0.0,0.0,726129000.0,269878000.0,456251000.0
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,USD,United States,73831604224,12.652516963307717,0.09036190631986993,13.621728,116793556992,116896604224.0,0.38699,0.090500005,,0.10888,-1.0188078703703705,,9239000000.0,10563000000.0,5716000000.0,54589000000.0,891000000.0,54232000000.0,-2477000000.0,0.0,2834000000.0,34316000000.0,41122000000.0,1887000000.0
HCAT,"Health Catalyst, Inc",Healthcare,Health Information Services,USD,United States,549029888,,,,450623104,450622888.0,0.4644,-0.42624,-0.30064,-0.08059,,1.4232433,-130857000.0,-130857000.0,-123617000.0,712920000.0,347697000.0,330526000.0,382394000.0,0.0,0.0,610049000.0,249290000.0,324200000.0
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,USD,United States,3386950656,5.340786799024081,0.18723832978742558,7.5358796,2867630080,2867628656.0,0.43416,0.27111998,0.29061002,0.16155,0.19846192286993394,1.9406856,536930000.0,536930000.0,449406000.0,2219248000.0,695724000.0,474036000.0,1745212000.0,0.0,0.0,1898095000.0,176402000.0,960244000.0
HCDI,"Harbor Custom Development, Inc.",Real Estate,Real Estate—Development,USD,United States,463534,,,,214131760,214245434.0,-0.46308997,-0.96941,-0.54698,-0.08349,,,-30148900.0,-33215400.0,-38156000.0,223981000.0,8051300.0,172528500.0,51452500.0,62912100.0,0.0,192909700.0,158921100.0,148432400.0
HCDIP,"Harbor Custom Development, Inc.",Real Estate,Real Estate—Development,USD,United States,0,,,2.3809524,216344160,213781900.0,-0.46308997,-0.96941,-0.54698,-0.08349,,,-30148900.0,-33215400.0,-38156000.0,223981000.0,8051300.0,172528500.0,51452500.0,62912100.0,0.0,192909700.0,158921100.0,148432400.0
HCDIW,"Harbor Custom Development, Inc.",Real Estate,Real Estate—Development,USD,United States,0,,,,,213781900.0,-0.46308997,-0.96941,-0.54698,-0.08349,,,-30148900.0,-33215400.0,-38156000.0,223981000.0,8051300.0,172528500.0,51452500.0,62912100.0,0.0,192909700.0,158921100.0,148432400.0
HCDIZ,"Harbor Custom Development, Inc.",Real Estate,Real Estate—Development,USD,United States,0,,,,,213781900.0,-0.46308997,-0.96941,-0.54698,-0.08349,,0.00013780432,-30148900.0,-33215400.0,-38156000.0,223981000.0,8051300.0,172528500.0,51452500.0,62912100.0,0.0,192909700.0,158921100.0,148432400.0
HCI,"HCI Group, Inc.",Financial Services,Insurance—Property & Casualty,USD,United States,871177600,,0.17859888279608466,21.401915,117391992,433188600.0,0.29986,0.08412,0.18236,0.02473,0.15901925076974305,2.0748677,-68418000.0,77367000.0,42464000.0,1723632000.0,742695000.0,1428774000.0,199940000.0,0.0,94918000.0,408271000.0,209788000.0,294858000.0
HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,USD,United States,598952640,12.349296607531901,0.08097627191091149,17.452381,634852672,634852640.0,0.40405,0.12465999,0.29412,0.17101,2.0185330610962775,7.4040403,51408000.0,51408000.0,36017000.0,180847000.0,9879000.0,100005000.0,80842000.0,0.0,0.0,124536000.0,45779000.0,28289000.0
HCM,HUTCHMED (China) Limited,Healthcare,Drug Manufacturers—Specialty & Generic,USD,Hong Kong,2986436352,,,,13162954752,2188393352.0,0.033469997,-0.03886,-0.03396,-0.04981,,17.852493,-407693000.0,-409770000.0,-360835000.0,1297497000.0,856168000.0,497480000.0,782039000.0,0.0,17978000.0,822186000.0,40147000.0,749622000.0
HCMA,HCM Acquisition Corp,Financial Services,Shell Companies,USD,United States,158106448,,,93.16667,159284080,159284020.0,0.0,0.0,,-0.017690001,,,-4828230.0,-4828230.0,4004795.0,44847360.0,79103.0,8729480.0,36117880.0,0.0,0.0,36117880.0,1256675.0,-5015339.0
HCMAW,HCM Acquisition Corp Warrant,Financial Services,Shell Companies,USD,United States,0,,,,,1177572.0,0.0,0.0,,-0.017690001,,20.099998,-4828230.0,-4828230.0,4004795.0,44847360.0,79103.0,8729480.0,36117880.0,0.0,0.0,36117880.0,1256675.0,-5015339.0
HCP,"HashiCorp, Inc.",Technology,Software—Infrastructure,USD,United States,4279628544,,,,3036965888,3036961544.0,0.81421995,-0.37008,-0.17375,-0.10414,,3.5849059,-268867000.0,-268867000.0,-208405000.0,1586269000.0,1255651000.0,394546000.0,1191723000.0,0.0,0.0,1191723000.0,12984000.0,1080700000.0
HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,USD,United States,742920960,16.46855716217622,0.06072177362912685,23.39535,685472960,633248960.0,0.11875,0.01911,0.07397,0.03263,0.05501048649916881,1.6817119,38452000.0,38452000.0,31947000.0,750716000.0,121317000.0,308983000.0,441733000.0,0.0,0.0,441733000.0,11645000.0,345589000.0
HCTI,"Healthcare Triangle, Inc.",Healthcare,Health Information Services,USD,United States,12495578,,,,15808959,15899578.0,0.18862,-0.31708,-1.00152,-0.35243,,2.0251396,-11089000.0,-11084000.0,-11870000.0,14466000.0,75000.0,8339000.0,6127000.0,0.0,0.0,6127000.0,3479000.0,-1959000.0
HCVI,Hennessy Capital Investment Cor,Financial Services,Shell Companies,USD,United States,389458784,,,74.85714,389655616,389655784.0,0.0,0.0,,-0.00957,,,-6551000.0,-6551000.0,6041000.0,355085000.0,3000.0,99487000.0,255598000.0,0.0,0.0,255598000.0,200000.0,-5430000.0
HCVIU,Hennessy Capital Investment Cor,Financial Services,Shell Companies,USD,United States,0,,,50.10204,365128640,197000.0,0.0,0.0,,-0.00957,,,-6551000.0,-6551000.0,6041000.0,355085000.0,3000.0,99487000.0,255598000.0,0.0,0.0,255598000.0,200000.0,-5430000.0
HCVIW,Hennessy Capital Investment Corp. VI Warrant,Financial Services,Shell Companies,USD,United States,0,,,,,197000.0,0.0,0.0,,-0.00957,,49.949997,-6551000.0,-6551000.0,6041000.0,355085000.0,3000.0,99487000.0,255598000.0,0.0,0.0,255598000.0,200000.0,-5430000.0
HCWB,HCW Biologics Inc.,Healthcare,Biotechnology,USD,United States,43169520,,,,38469776,38281463.0,0.20145,0.0,-0.59415,-0.29631,,1.807229,-20616209.0,-19696519.0,-19732489.0,35616342.0,11220793.0,11749409.0,23866933.0,0.0,0.0,30199669.0,6332736.0,8431420.0
HD,"Home Depot, Inc. (The)",Consumer Cyclical,Home Improvement Retail,USD,United States,341315158016,17.423632523813794,0.05782058434082485,21.983334,388512088064,388512158016.0,0.33424,0.10216,11.5132,0.18284,37.25373134328358,238.81616,22298000000.0,22464000000.0,15704000000.0,75577000000.0,2058000000.0,74147000000.0,1430000000.0,0.0,0.0,41997000000.0,49255000000.0,7110000000.0
HDB,HDFC Bank Limited,Financial Services,Banks—Regional,INR,India,165946523648,22.354786884706737,0.044733148437398694,20.55486,6380692963328,178018253212.536,0.0,0.34802,0.15967,,0.002585431561829683,0.11831425,7963316945.5228,,1487197514.7348,309077225824.2222,19718670286.5474,272486250574.04462,36484900569.2704,0.0,106074680.90720001,68169225739.4466,31684325170.1762,3043605600000.0
HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,USD,United States,612462336,7.68400034766629,0.13014054590766777,12.017858,620818048,618846336.0,0.38707,0.18305999,0.27017,0.17419,0.2664273781365268,2.7257998,80537000.0,80537000.0,53382000.0,287020000.0,3783000.0,62436000.0,224584000.0,0.0,0.0,224584000.0,10167000.0,140973000.0
